sku,date,forecast
S005_P0011,2024-01-01,100.5130237082525
S005_P0012,2023-12-26,105.32128847710709
S005_P0012,2023-12-27,175.79811462871348
S005_P0012,2023-12-28,69.21783617102838
S005_P0012,2023-12-29,47.25729894086561
S005_P0012,2023-12-30,97.58909710806269
S005_P0012,2023-12-31,164.1133514912991
S005_P0012,2024-01-01,153.541908295453
S005_P0013,2023-12-26,142.45536552568993
S005_P0013,2023-12-27,132.59383866249448
S005_P0013,2023-12-28,251.2204220505528
S005_P0013,2023-12-29,123.25323451202289
S005_P0013,2023-12-30,123.72458205723328
S005_P0013,2023-12-31,210.1762502670874
S005_P0013,2024-01-01,193.4782093312467
S005_P0014,2023-12-26,259.4137933378519
S005_P0014,2023-12-27,242.9375462910857
S005_P0014,2023-12-28,221.0755245413958
S005_P0014,2023-12-29,159.17184252035406
S005_P0014,2023-12-30,110.24045024972418
S005_P0014,2023-12-31,185.56232978022527
S005_P0014,2024-01-01,205.30908743407957
S005_P0015,2023-12-26,70.5175586106699
S005_P0015,2023-12-27,195.0547813714016
S005_P0015,2023-12-28,313.83105676482853
S005_P0015,2023-12-29,174.3173508798288
S005_P0015,2023-12-30,87.2026509466378
S005_P0015,2023-12-31,250.5655989423449
S005_P0015,2024-01-01,207.2560357845544
S005_P0016,2023-12-26,138.41133368548952
S005_P0016,2023-12-27,102.32319584619772
S005_P0016,2023-12-28,149.88279208723895
S005_P0016,2023-12-29,236.47898176734734
S005_P0016,2023-12-30,147.73608962899496
S005_P0016,2023-12-31,134.25461278272334
S005_P0016,2024-01-01,150.41749253064333
S005_P0017,2023-12-26,55.35294873619742
S005_P0017,2023-12-27,130.0246800215769
S005_P0017,2023-12-28,140.3253023521548
S005_P0017,2023-12-29,137.02165915209778
S005_P0017,2023-12-30,194.25002891007804
S005_P0017,2023-12-31,150.29753912474973
S005_P0017,2024-01-01,155.0932657736644
S005_P0018,2023-12-26,41.26832143480955
S005_P0018,2023-12-27,134.6519464375919
S005_P0018,2023-12-28,113.03363884026432
S005_P0018,2023-12-29,154.48842467847044
S005_P0018,2023-12-30,65.31161251512492
S005_P0018,2023-12-31,179.5044761231701
S005_P0018,2024-01-01,146.11111680149483
S005_P0019,2023-12-26,153.95006964210899
S005_P0019,2023-12-27,182.46335810425313
S005_P0019,2023-12-28,94.81209925244555
S005_P0019,2023-12-29,99.15970625520131
S005_P0019,2023-12-30,165.0724093119078
S005_P0019,2023-12-31,30.57073332194682
S005_P0019,2024-01-01,50.199682444846005
S005_P0020,2023-12-26,109.93848687355076
S005_P0020,2023-12-27,66.19628995345819
S005_P0020,2023-12-28,82.37076790643378
S005_P0020,2023-12-29,102.47419192427655
S005_P0020,2023-12-30,180.25479154235651
S005_P0020,2023-12-31,134.62573912616426
S005_P0020,2024-01-01,120.08236125426447
