sku,date,pred
S002_P0006,2024-01-08,0.0
S002_P0007,2024-01-02,8.982583999633789
S002_P0007,2024-01-03,27.2784423828125
S002_P0007,2024-01-04,21.51173210144043
S002_P0007,2024-01-05,10.968467712402344
S002_P0007,2024-01-06,55.72525787353516
S002_P0007,2024-01-07,20.501483917236328
S002_P0007,2024-01-08,63.67420196533203
S002_P0008,2024-01-02,0.0
S002_P0008,2024-01-03,28.0987548828125
S002_P0008,2024-01-04,0.0
S002_P0008,2024-01-05,0.0
S002_P0008,2024-01-06,44.98794555664063
S002_P0008,2024-01-07,0.0
S002_P0008,2024-01-08,10.71203899383545
S002_P0009,2024-01-02,0.4237195253372192
S002_P0009,2024-01-03,7.264606475830078
S002_P0009,2024-01-04,16.0963077545166
S002_P0009,2024-01-05,0.0
S002_P0009,2024-01-06,0.5599378347396851
S002_P0009,2024-01-07,25.416208267211918
S002_P0009,2024-01-08,0.0
S002_P0010,2024-01-02,68.48804473876953
S002_P0010,2024-01-03,5.173511028289795
S002_P0010,2024-01-04,33.39706039428711
S002_P0010,2024-01-05,8.968360900878906
S002_P0010,2024-01-06,45.94781875610352
S002_P0010,2024-01-07,47.11697769165039
S002_P0010,2024-01-08,61.048465728759766
S002_P0011,2024-01-02,0.0
S002_P0011,2024-01-03,4.367689609527588
S002_P0011,2024-01-04,0.0
S002_P0011,2024-01-05,0.0
S002_P0011,2024-01-06,5.005358695983887
S002_P0011,2024-01-07,25.56389617919922
S002_P0011,2024-01-08,11.222038269042969
S002_P0012,2024-01-02,20.58568572998047
S002_P0012,2024-01-03,14.745569229125977
S002_P0012,2024-01-04,5.931988716125488
S002_P0012,2024-01-05,25.13163185119629
S002_P0012,2024-01-06,22.284887313842773
S002_P0012,2024-01-07,27.426847457885746
S002_P0012,2024-01-08,0.0
S002_P0013,2024-01-02,52.70365524291992
S002_P0013,2024-01-03,38.84251022338867
S002_P0013,2024-01-04,14.176816940307615
S002_P0013,2024-01-05,10.742852210998535
S002_P0013,2024-01-06,17.21571159362793
S002_P0013,2024-01-07,8.666617393493652
S002_P0013,2024-01-08,43.05757522583008
S002_P0014,2024-01-02,0.0
S002_P0014,2024-01-03,3.0629494190216064
S002_P0014,2024-01-04,0.0
S002_P0014,2024-01-05,14.21320629119873
S002_P0014,2024-01-06,27.511022567749023
S002_P0014,2024-01-07,0.0
S002_P0014,2024-01-08,95.95335388183594
S002_P0015,2024-01-02,17.243003845214844
S002_P0015,2024-01-03,36.44478988647461
S002_P0015,2024-01-04,26.62910461425781
S002_P0015,2024-01-05,0.0
S002_P0015,2024-01-06,0.0
S002_P0015,2024-01-07,9.784222602844238
S002_P0015,2024-01-08,45.30525970458984
S002_P0016,2024-01-02,37.57296371459961
S002_P0016,2024-01-03,17.277402877807617
S002_P0016,2024-01-04,28.140079498291016
S002_P0016,2024-01-05,2.436307907104492
S002_P0016,2024-01-06,16.08780860900879
S002_P0016,2024-01-07,24.306623458862305
S002_P0016,2024-01-08,25.279680252075195
S002_P0017,2024-01-02,18.908056259155277
S002_P0017,2024-01-03,19.876373291015625
S002_P0017,2024-01-04,13.115127563476562
S002_P0017,2024-01-05,36.785118103027344
S002_P0017,2024-01-06,20.10569190979004
S002_P0017,2024-01-07,46.14311218261719
S002_P0017,2024-01-08,0.0706705823540687
S002_P0018,2024-01-02,4.468716621398926
S002_P0018,2024-01-03,15.03683090209961
S002_P0018,2024-01-04,4.040721893310547
S002_P0018,2024-01-05,2.009793519973755
S002_P0018,2024-01-06,0.0
S002_P0018,2024-01-07,0.0
S002_P0018,2024-01-08,0.0
S002_P0019,2024-01-02,0.0
S002_P0019,2024-01-03,39.29167175292969
S002_P0019,2024-01-04,17.925121307373047
S002_P0019,2024-01-05,15.626269340515137
S002_P0019,2024-01-06,7.620419025421143
S002_P0019,2024-01-07,21.56014442443848
